GeoType,CDTAType,GeogName,GeoID,Borough,Pop16plE,Pop16plM,Pop16plC,Pop16plP,Pop16plZ,LFE,LFM,LFC,LFP,LFZ,CvLF1E,CvLF1M,CvLF1C,CvLF1P,CvLF1Z,CvEm16pl1E,CvEm16pl1M,CvEm16pl1C,CvEm16pl1P,CvEm16pl1Z,CvLFUEm1E,CvLFUEm1M,CvLFUEm1C,CvLFUEm1P,CvLFUEm1Z,LFArmdFE,LFArmdFM,LFArmdFC,LFArmdFP,LFArmdFZ,NLF1E,NLF1M,NLF1C,NLF1P,NLF1Z,CvLF2E,CvLF2M,CvLF2C,CvLF2P,CvLF2Z,CvLFUEm2E,CvLFUEm2M,CvLFUEm2C,CvLFUEm2P,CvLFUEm2Z,F16plE,F16plM,F16plC,F16plP,F16plZ,F16plLFE,F16plLFM,F16plLFC,F16plLFP,F16plLFZ,F16plCvLFE,F16plCvLFM,F16plCvLFC,F16plCvLFP,F16plCvLFZ,F16plCLFEE,F16plCLFEM,F16plCLFEC,F16plCLFEP,F16plCLFEZ,OChU6E,OChU6M,OChU6C,OChU6P,OChU6Z,OChU6PLFE,OChU6PLFM,OChU6PLFC,OChU6PLFP,OChU6PLFZ,OCh6t17E,OCh6t17M,OCh6t17C,OCh6t17P,OCh6t17Z,OC6t17PLFE,OC6t17PLFM,OC6t17PLFC,OC6t17PLFP,OC6t17PLFZ,Wrkr16plE,Wrkr16plM,Wrkr16plC,Wrkr16plP,Wrkr16plZ,CW_DrvAlnE,CW_DrvAlnM,CW_DrvAlnC,CW_DrvAlnP,CW_DrvAlnZ,CW_CrpldE,CW_CrpldM,CW_CrpldC,CW_CrpldP,CW_CrpldZ,CW_PbTrnsE,CW_PbTrnsM,CW_PbTrnsC,CW_PbTrnsP,CW_PbTrnsZ,CW_WlkdE,CW_WlkdM,CW_WlkdC,CW_WlkdP,CW_WlkdZ,CW_OthE,CW_OthM,CW_OthC,CW_OthP,CW_OthZ,CW_WrkdHmE,CW_WrkdHmM,CW_WrkdHmC,CW_WrkdHmP,CW_WrkdHmZ,MnTrvTmE,MnTrvTmM,MnTrvTmC,MnTrvTmP,MnTrvTmZ,CvEm16pl2E,CvEm16pl2M,CvEm16pl2C,CvEm16pl2P,CvEm16pl2Z,MgBSciArtE,MgBSciArtM,MgBSciArtC,MgBSciArtP,MgBSciArtZ,SrvcE,SrvcM,SrvcC,SrvcP,SrvcZ,SalesOffE,SalesOffM,SalesOffC,SalesOffP,SalesOffZ,NRCnstMntE,NRCnstMntM,NRCnstMntC,NRCnstMntP,NRCnstMntZ,PrdTrnsMME,PrdTrnsMMM,PrdTrnsMMC,PrdTrnsMMP,PrdTrnsMMZ,CvEm16pl3E,CvEm16pl3M,CvEm16pl3C,CvEm16pl3P,CvEm16pl3Z,AgFFHME,AgFFHMM,AgFFHMC,AgFFHMP,AgFFHMZ,ConstctnE,ConstctnM,ConstctnC,ConstctnP,ConstctnZ,MnfctrngE,MnfctrngM,MnfctrngC,MnfctrngP,MnfctrngZ,WhlsaleE,WhlsaleM,WhlsaleC,WhlsaleP,WhlsaleZ,RetailE,RetailM,RetailC,RetailP,RetailZ,TrWHUtE,TrWHUtM,TrWHUtC,TrWHUtP,TrWHUtZ,InfoE,InfoM,InfoC,InfoP,InfoZ,FIREE,FIREM,FIREC,FIREP,FIREZ,PrfSMgAWME,PrfSMgAWMM,PrfSMgAWMC,PrfSMgAWMP,PrfSMgAWMZ,EdHlthCSAE,EdHlthCSAM,EdHlthCSAC,EdHlthCSAP,EdHlthCSAZ,ArtEnRAFSE,ArtEnRAFSM,ArtEnRAFSC,ArtEnRAFSP,ArtEnRAFSZ,OthnotPAE,OthnotPAM,OthnotPAC,OthnotPAP,OthnotPAZ,PubAdminE,PubAdminM,PubAdminC,PubAdminP,PubAdminZ,CvEm16pl4E,CvEm16pl4M,CvEm16pl4C,CvEm16pl4P,CvEm16pl4Z,PrvWSWrkrE,PrvWSWrkrM,PrvWSWrkrC,PrvWSWrkrP,PrvWSWrkrZ,GvtWrkrE,GvtWrkrM,GvtWrkrC,GvtWrkrP,GvtWrkrZ,SlfEmNIncE,SlfEmNIncM,SlfEmNIncC,SlfEmNIncP,SlfEmNIncZ,UpdFmWrkrE,UpdFmWrkrM,UpdFmWrkrC,UpdFmWrkrP,UpdFmWrkrZ,HH2E,HH2M,HH2C,HH2P,HH2Z,HHIU10E,HHIU10M,HHIU10C,HHIU10P,HHIU10Z,HHI10t14E,HHI10t14M,HHI10t14C,HHI10t14P,HHI10t14Z,HHI15t24E,HHI15t24M,HHI15t24C,HHI15t24P,HHI15t24Z,HHI25t34E,HHI25t34M,HHI25t34C,HHI25t34P,HHI25t34Z,HHI35t49E,HHI35t49M,HHI35t49C,HHI35t49P,HHI35t49Z,HHI50t74E,HHI50t74M,HHI50t74C,HHI50t74P,HHI50t74Z,HHI75t99E,HHI75t99M,HHI75t99C,HHI75t99P,HHI75t99Z,HI100t149E,HI100t149M,HI100t149C,HI100t149P,HI100t149Z,HI150t199E,HI150t199M,HI150t199C,HI150t199P,HI150t199Z,HHI200plE,HHI200plM,HHI200plC,HHI200plP,HHI200plZ,MdHHIncE,MdHHIncM,MdHHIncC,MdHHIncP,MdHHIncZ,MnHHIncE,MnHHIncM,MnHHIncC,MnHHIncP,MnHHIncZ,Inc_SoSecE,Inc_SoSecM,Inc_SoSecC,Inc_SoSecP,Inc_SoSecZ,Inc_RtrmtE,Inc_RtrmtM,Inc_RtrmtC,Inc_RtrmtP,Inc_RtrmtZ,Inc_SpSecE,Inc_SpSecM,Inc_SpSecC,Inc_SpSecP,Inc_SpSecZ,Inc_CPbAE,Inc_CPbAM,Inc_CPbAC,Inc_CPbAP,Inc_CPbAZ,Inc_SNAPE,Inc_SNAPM,Inc_SNAPC,Inc_SNAPP,Inc_SNAPZ,Fam2E,Fam2M,Fam2C,Fam2P,Fam2Z,FamIU10E,FamIU10M,FamIU10C,FamIU10P,FamIU10Z,FamI10t14E,FamI10t14M,FamI10t14C,FamI10t14P,FamI10t14Z,FamI15t24E,FamI15t24M,FamI15t24C,FamI15t24P,FamI15t24Z,FamI25t34E,FamI25t34M,FamI25t34C,FamI25t34P,FamI25t34Z,FamI35t49E,FamI35t49M,FamI35t49C,FamI35t49P,FamI35t49Z,FamI50t74E,FamI50t74M,FamI50t74C,FamI50t74P,FamI50t74Z,FamI75t99E,FamI75t99M,FamI75t99C,FamI75t99P,FamI75t99Z,FI100t149E,FI100t149M,FI100t149C,FI100t149P,FI100t149Z,FI150t199E,FI150t199M,FI150t199C,FI150t199P,FI150t199Z,FamI200plE,FamI200plM,FamI200plC,FamI200plP,FamI200plZ,MdFamIncE,MdFamIncM,MdFamIncC,MdFamIncP,MdFamIncZ,Nfam2E,Nfam2M,Nfam2C,Nfam2P,Nfam2Z,MdNFIncE,MdNFIncM,MdNFIncC,MdNFIncP,MdNFIncZ,PerCapIncE,PerCapIncM,PerCapIncC,PerCapIncP,PerCapIncZ,MdEWrkE,MdEWrkM,MdEWrkC,MdEWrkP,MdEWrkZ,MdEMFTWrkE,MdEMFTWrkM,MdEMFTWrkC,MdEMFTWrkP,MdEMFTWrkZ,MdEFFTWrkE,MdEFFTWrkM,MdEFFTWrkC,MdEFFTWrkP,MdEFFTWrkZ,CvNIPop2E,CvNIPop2M,CvNIPop2C,CvNIPop2P,CvNIPop2Z,HInsE,HInsM,HInsC,HInsP,HInsZ,PvHInsE,PvHInsM,PvHInsC,PvHInsP,PvHInsZ,PbHInsE,PbHInsM,PbHInsC,PbHInsP,PbHInsZ,NHInsE,NHInsM,NHInsC,NHInsP,NHInsZ,CvNIU18_2E,CvNIU18_2M,CvNIU18_2C,CvNIU18_2P,CvNIU18_2Z,U18NHInsE,U18NHInsM,U18NHInsC,U18NHInsP,U18NHInsZ,CNI1864_2E,CNI1864_2M,CNI1864_2C,CNI1864_2P,CNI1864_2Z,CvLF18t64E,CvLF18t64M,CvLF18t64C,CvLF18t64P,CvLF18t64Z,CvLFEmE,CvLFEmM,CvLFEmC,CvLFEmP,CvLFEmZ,EmHInsE,EmHInsM,EmHInsC,EmHInsP,EmHInsZ,EmPvHInsE,EmPvHInsM,EmPvHInsC,EmPvHInsP,EmPvHInsZ,EmPbHInsE,EmPbHInsM,EmPbHInsC,EmPbHInsP,EmPbHInsZ,EmNHInsE,EmNHInsM,EmNHInsC,EmNHInsP,EmNHInsZ,UEmE,UEmM,UEmC,UEmP,UEmZ,UEmHInsE,UEmHInsM,UEmHInsC,UEmHInsP,UEmHInsZ,UEmPvHInsE,UEmPvHInsM,UEmPvHInsC,UEmPvHInsP,UEmPvHInsZ,UEmPbHInsE,UEmPbHInsM,UEmPbHInsC,UEmPbHInsP,UEmPbHInsZ,UEmNHInsE,UEmNHInsM,UEmNHInsC,UEmNHInsP,UEmNHInsZ,NLF2E,NLF2M,NLF2C,NLF2P,NLF2Z,NLFHInsE,NLFHInsM,NLFHInsC,NLFHInsP,NLFHInsZ,NLFPvHInsE,NLFPvHInsM,NLFPvHInsC,NLFPvHInsP,NLFPvHInsZ,NLFPbHInsE,NLFPbHInsM,NLFPbHInsC,NLFPbHInsP,NLFPbHInsZ,NLFNHInsE,NLFNHInsM,NLFNHInsC,NLFNHInsP,NLFNHInsZ,FamPvUE,FamPvUM,FamPvUC,FamPvUP,FamPvUZ,FamBwPvE,FamBwPvM,FamBwPvC,FamBwPvP,FamBwPvZ,PopPvU1E,PopPvU1M,PopPvU1C,PopPvU1P,PopPvU1Z,PBwPvE,PBwPvM,PBwPvC,PBwPvP,PBwPvZ,PU18PvUE,PU18PvUM,PU18PvUC,PU18PvUP,PU18PvUZ,PU18BwPvE,PU18BwPvM,PU18BwPvC,PU18BwPvP,PU18BwPvZ,P65plPvUE,P65plPvUM,P65plPvUC,P65plPvUP,P65plPvUZ,P65plBwPvE,P65plBwPvM,P65plBwPvC,P65plBwPvP,P65plBwPvZ,PopPvU2E,PopPvU2M,PopPvU2C,PopPvU2P,PopPvU2Z,PvU50E,PvU50M,PvU50C,PvU50P,PvU50Z,Pv50t74E,Pv50t74M,Pv50t74C,Pv50t74P,Pv50t74Z,Pv75t99E,Pv75t99M,Pv75t99C,Pv75t99P,Pv75t99Z,Pv100t124E,Pv100t124M,Pv100t124C,Pv100t124P,Pv100t124Z,Pv125t149E,Pv125t149M,Pv125t149C,Pv125t149P,Pv125t149Z,Pv150t174E,Pv150t174M,Pv150t174C,Pv150t174P,Pv150t174Z,Pv175t184E,Pv175t184M,Pv175t184C,Pv175t184P,Pv175t184Z,Pv185t199E,Pv185t199M,Pv185t199C,Pv185t199P,Pv185t199Z,Pv200t299E,Pv200t299M,Pv200t299C,Pv200t299P,Pv200t299Z,Pv300t399E,Pv300t399M,Pv300t399C,Pv300t399P,Pv300t399Z,Pv400t499E,Pv400t499M,Pv400t499C,Pv400t499P,Pv400t499Z,Pv500plE,Pv500plM,Pv500plC,Pv500plP,Pv500plZ
CDTA2020,CD,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),BK01,Brooklyn,"157,588","3,459",1.3,100,0,"113,851","2,883",1.5,72.2,0.9,"113,825","2,884",1.5,72.2,0.9,"105,978","2,721",1.6,67.3,0.9,"7,847",895,6.9,5.0,0.6,26,30,71.1,0.0,0.0,"43,737","2,066",2.9,27.8,1.2,"113,825","2,884",1.5,100,0,"7,847",895,6.9,6.9,0.8,"79,786","2,145",1.6,100,0,"53,418","1,813",2.1,67.0,1.4,"53,401","1,815",2.1,66.9,1.4,"49,961","1,722",2.1,62.6,1.4,"19,527","1,653",5.1,100,0,"11,373","1,322",7.1,58.2,4.6,"27,490","2,253",5.0,100,0,"14,667","1,878",7.8,53.4,5.3,"104,121","2,705",1.6,100,0,"8,919",828,5.6,8.6,0.8,"2,384",408,10.4,2.3,0.4,"51,391","1,966",2.3,49.4,1.4,"13,099","1,036",4.8,12.6,0.9,"6,624",745,6.8,6.4,0.7,"21,704","1,495",4.2,20.8,1.3,34.4,1.8,3.1,,,"105,978","2,721",1.6,100,0,"61,296","2,091",2.1,57.8,1.3,"14,713","1,108",4.6,13.9,1.0,"20,851","1,247",3.6,19.7,1.1,"3,744",611,9.9,3.5,0.6,"5,374",661,7.5,5.1,0.6,"105,978","2,721",1.6,100,0,115,76,40.4,0.1,0.1,"3,918",646,10.0,3.7,0.6,"3,258",436,8.1,3.1,0.4,"3,163",499,9.6,3.0,0.5,"9,977",833,5.1,9.4,0.7,"3,127",453,8.8,3.0,0.4,"9,115",720,4.8,8.6,0.6,"11,120",925,5.1,10.5,0.8,"24,206","1,362",3.4,22.8,1.1,"20,197","1,228",3.7,19.1,1.1,"11,094",927,5.1,10.5,0.8,"4,241",720,10.3,4.0,0.7,"2,447",447,11.1,2.3,0.4,"105,978","2,721",1.6,100,0,"91,282","2,564",1.7,86.1,1.0,"7,769",828,6.5,7.3,0.8,"6,760",680,6.1,6.4,0.6,167,82,29.9,0.2,0.1,"80,435","1,482",1.1,100,0,"4,184",552,8.0,5.2,0.7,"4,203",572,8.3,5.2,0.7,"6,536",667,6.2,8.1,0.8,"5,454",700,7.8,6.8,0.9,"5,846",722,7.5,7.3,0.9,"8,467",733,5.3,10.5,0.9,"6,982",680,5.9,8.7,0.8,"12,075",864,4.4,15.0,1.0,"8,659",768,5.4,10.8,0.9,"18,029","1,086",3.7,22.4,1.3,"94,790","4,567",2.9,,,"137,681","5,240",2.3,,,"13,385",900,4.1,16.6,1.1,"7,184",685,5.8,8.9,0.8,"4,688",630,8.2,5.8,0.8,"6,520",758,7.1,8.1,0.9,"15,889","1,005",3.8,19.8,1.2,"39,605","1,310",2.0,100,0,"1,725",391,13.8,4.4,1.0,"1,570",343,13.3,4.0,0.9,"4,072",517,7.7,10.3,1.3,"3,183",504,9.6,8.0,1.2,"3,993",643,9.8,10.1,1.6,"4,523",539,7.2,11.4,1.3,"3,593",523,8.8,9.1,1.3,"5,129",627,7.4,13.0,1.5,"3,681",495,8.2,9.3,1.2,"8,136",683,5.1,20.5,1.6,"80,123","6,227",4.7,,,"40,830","1,388",2.1,100,0,"106,280","6,755",3.9,,,"55,178","2,296",2.5,,,"63,712","2,228",2.1,,,"92,948","3,482",2.3,,,"79,919","3,620",2.8,,,"201,277","5,191",1.6,100,0,"190,875","5,059",1.6,94.8,0.6,"113,099","3,599",1.9,56.2,1.0,"91,341","4,436",3.0,45.4,1.9,"10,402","1,184",6.9,5.2,0.6,"49,800","3,157",3.9,100,0,554,348,38.2,1.1,0.7,"133,571","3,152",1.4,,,"110,263","2,839",1.6,,,"102,837","2,684",1.6,100,0,"96,214","2,543",1.6,93.6,0.4,"78,623","2,356",1.8,76.5,1.1,"19,595","1,371",4.3,19.1,1.2,"6,623",856,7.9,6.4,0.8,"7,426",879,7.2,100,0,"6,149",760,7.5,82.8,2.9,"2,778",461,10.1,37.4,4.3,"3,481",608,10.6,46.9,6.0,"1,277",390,18.6,17.2,4.8,"23,308","1,448",3.8,100,0,"21,619","1,366",3.8,92.8,1.1,"8,047",794,6.0,34.5,2.6,"14,983","1,217",4.9,64.3,3.4,"1,689",463,16.7,7.2,1.9,"39,605","1,310",2.0,100,0,"8,064",764,5.8,20.4,1.8,"200,931","5,183",1.6,100,0,"48,389","3,866",4.9,24.1,1.8,"47,680","3,077",3.9,100,0,"20,412","2,456",7.3,42.8,4.3,"17,906","1,209",4.1,100,0,"4,611",776,10.2,25.8,4.0,"200,931","5,183",1.6,100,0,"19,557","1,462",4.5,9.7,0.7,"13,317","1,534",7.0,6.6,0.7,"15,515","1,580",6.2,7.7,0.8,"9,381","1,112",7.2,4.7,0.5,"8,613","1,116",7.9,4.3,0.5,"7,885","1,076",8.3,3.9,0.5,"2,379",562,14.4,1.2,0.3,"3,484",656,11.4,1.7,0.3,"19,300","1,363",4.3,9.6,0.6,"17,017","1,315",4.7,8.5,0.6,"14,855","1,299",5.3,7.4,0.6,"69,628","2,494",2.2,34.7,0.9
CDTA2020,CD,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),BK02,Brooklyn,"106,161","2,444",1.4,100,0,"77,245","2,149",1.7,72.8,1.1,"77,231","2,148",1.7,72.7,1.1,"72,159","2,028",1.7,68.0,1.1,"5,072",790,9.5,4.8,0.7,14,26,112.9,0.0,0.0,"28,916","1,338",2.8,27.2,1.1,"77,231","2,148",1.7,100,0,"5,072",790,9.5,6.6,1.0,"58,273","1,725",1.8,100,0,"40,834","1,528",2.3,70.1,1.6,"40,834","1,528",2.3,70.1,1.6,"38,124","1,432",2.3,65.4,1.5,"9,601",848,5.4,100,0,"7,952",808,6.2,82.8,4.2,"10,932",936,5.2,100,0,"8,543",875,6.2,78.1,4.4,"70,919","2,011",1.7,100,0,"4,861",562,7.0,6.9,0.8,842,224,16.2,1.2,0.3,"35,218","1,387",2.4,49.7,1.4,"7,064",729,6.3,10.0,1.0,"4,341",621,8.7,6.1,0.9,"18,593","1,285",4.2,26.2,1.7,34.2,2.0,3.6,,,"72,159","2,028",1.7,100,0,"52,209","1,746",2.0,72.4,1.3,"7,461",722,5.9,10.3,1.0,"9,191",733,4.8,12.7,1.0,"1,211",302,15.2,1.7,0.4,"2,087",368,10.7,2.9,0.5,"72,159","2,028",1.7,100,0,14,17,76.0,0.0,0.0,"1,409",310,13.4,2.0,0.4,"1,977",349,10.7,2.7,0.5,"1,390",367,16.0,1.9,0.5,"4,937",573,7.1,6.8,0.8,"1,741",319,11.1,2.4,0.4,"6,071",618,6.2,8.4,0.8,"9,640",844,5.3,13.4,1.1,"19,220","1,116",3.5,26.6,1.4,"15,220","1,027",4.1,21.1,1.3,"5,298",530,6.1,7.3,0.7,"2,638",357,8.2,3.7,0.5,"2,604",379,8.8,3.6,0.5,"72,159","2,028",1.7,100,0,"60,035","1,905",1.9,83.2,1.2,"7,503",657,5.3,10.4,0.9,"4,380",485,6.7,6.1,0.7,241,139,35.2,0.3,0.2,"57,835","1,316",1.4,100,0,"3,569",480,8.2,6.2,0.8,"2,192",322,8.9,3.8,0.6,"2,502",444,10.8,4.3,0.8,"2,341",452,11.7,4.0,0.8,"3,401",431,7.7,5.9,0.7,"4,865",578,7.2,8.4,1.0,"3,852",431,6.8,6.7,0.7,"8,595",728,5.1,14.9,1.2,"6,786",764,6.8,11.7,1.3,"19,732",983,3.0,34.1,1.5,"135,874","6,366",2.8,,,"201,578","10,554",3.2,,,"10,619",742,4.2,18.4,1.2,"8,012",804,6.1,13.9,1.4,"3,030",442,8.9,5.2,0.8,"2,268",419,11.2,3.9,0.7,"6,387",567,5.4,11.0,0.9,"25,276","1,029",2.5,100,0,778,227,17.7,3.1,0.9,527,175,20.2,2.1,0.7,896,317,21.5,3.5,1.2,789,270,20.8,3.1,1.1,"1,714",296,10.5,6.8,1.1,"1,839",342,11.3,7.3,1.3,"1,235",249,12.2,4.9,1.0,"3,239",484,9.1,12.8,1.8,"2,699",397,8.9,10.7,1.5,"11,560",729,3.8,45.7,2.2,"180,028","13,245",4.5,,,"32,559","1,253",2.3,100,0,"108,107","6,724",3.8,,,"93,593","4,937",3.2,,,"90,282","3,733",2.5,,,"100,000",,,,,"100,000",,,,,"125,359","3,037",1.5,100,0,"121,442","2,981",1.5,96.9,0.4,"99,095","2,900",1.8,79.0,1.3,"32,178","1,740",3.3,25.7,1.2,"3,917",570,8.9,3.1,0.4,"23,228","1,335",3.5,100,0,187,166,54.0,0.8,0.7,"87,386","2,275",1.6,,,"73,516","2,098",1.7,,,"68,859","1,992",1.8,100,0,"66,127","1,936",1.8,96.0,0.4,"61,481","1,949",1.9,89.3,1.2,"5,524",617,6.8,8.0,0.9,"2,732",467,10.4,4.0,0.7,"4,657",767,10.0,100,0,"4,333",756,10.6,93.0,5.3,"2,641",496,11.4,56.7,5.1,"1,914",591,18.8,41.1,10.7,324,171,32.0,7.0,3.5,"13,870",989,4.3,100,0,"13,298",975,4.5,95.9,1.6,"8,511",769,5.5,61.4,3.4,"5,474",646,7.2,39.5,3.7,572,177,18.8,4.1,1.2,"25,276","1,029",2.5,100,0,"2,117",401,11.5,8.4,1.5,"120,770","3,035",1.5,100,0,"15,406","1,528",6.0,12.8,1.2,"20,970","1,278",3.7,100,0,"2,406",635,16.0,11.5,2.9,"14,745",966,4.0,100,0,"3,071",514,10.2,20.8,3.2,"120,770","3,035",1.5,100,0,"7,760",805,6.3,6.4,0.6,"3,420",557,9.9,2.8,0.5,"4,226",617,8.9,3.5,0.5,"3,087",491,9.7,2.6,0.4,"2,600",454,10.6,2.2,0.4,"2,981",608,12.4,2.5,0.5,"1,230",294,14.6,1.0,0.2,"1,361",392,17.5,1.1,0.3,"9,095",853,5.7,7.5,0.7,"6,726",702,6.3,5.6,0.6,"7,696",821,6.5,6.4,0.7,"70,588","2,345",2.0,58.4,1.3
CDTA2020,CD,BK03 Bedford-Stuyvesant (CD 3 Approximation),BK03,Brooklyn,"145,496","3,560",1.5,100,0,"96,859","2,774",1.7,66.6,1.0,"96,837","2,773",1.7,66.6,1.0,"88,647","2,563",1.8,60.9,0.9,"8,190",969,7.2,5.6,0.7,22,26,73.0,0.0,0.0,"48,637","2,192",2.7,33.4,1.3,"96,837","2,773",1.7,100,0,"8,190",969,7.2,8.5,1.0,"80,205","2,345",1.8,100,0,"50,956","1,822",2.2,63.5,1.3,"50,942","1,822",2.2,63.5,1.3,"47,222","1,711",2.2,58.9,1.3,"14,068","1,304",5.6,100,0,"8,953","1,048",7.1,63.6,4.6,"25,245","1,774",4.3,100,0,"16,804","1,545",5.6,66.6,3.9,"86,702","2,517",1.8,100,0,"12,090","1,000",5.0,13.9,1.1,"1,898",400,12.8,2.2,0.5,"47,668","1,953",2.5,55.0,1.6,"5,267",692,8.0,6.1,0.8,"4,932",577,7.1,5.7,0.6,"14,847","1,131",4.6,17.1,1.2,41.6,2.2,3.3,,,"88,647","2,563",1.8,100,0,"47,007","1,882",2.4,53.0,1.5,"16,883","1,181",4.3,19.0,1.2,"15,728","1,059",4.1,17.7,1.1,"2,826",448,9.6,3.2,0.5,"6,203",706,6.9,7.0,0.8,"88,647","2,563",1.8,100,0,21,35,101.3,0.0,0.0,"2,697",420,9.5,3.0,0.5,"2,769",499,11.0,3.1,0.6,"1,182",262,13.5,1.3,0.3,"8,413",799,5.8,9.5,0.9,"5,787",754,7.9,6.5,0.8,"6,722",680,6.2,7.6,0.7,"5,523",610,6.7,6.2,0.7,"14,725",952,3.9,16.6,1.0,"23,581","1,439",3.7,26.6,1.4,"9,741",855,5.3,11.0,0.9,"3,767",562,9.1,4.2,0.6,"3,719",550,9.0,4.2,0.6,"88,647","2,563",1.8,100,0,"70,531","2,261",1.9,79.6,1.1,"12,947","1,086",5.1,14.6,1.2,"5,084",600,7.2,5.7,0.7,85,64,45.7,0.1,0.1,"69,108","1,439",1.3,100,0,"6,005",786,8.0,8.7,1.1,"4,285",573,8.1,6.2,0.8,"5,439",638,7.1,7.9,0.9,"4,606",649,8.6,6.7,0.9,"6,296",680,6.6,9.1,1.0,"8,527",811,5.8,12.3,1.1,"7,694",697,5.5,11.1,1.0,"10,403",789,4.6,15.1,1.1,"5,842",551,5.7,8.5,0.8,"10,011",780,4.7,14.5,1.1,"73,145","3,644",3.0,,,"109,735","5,156",2.9,,,"13,879",924,4.0,20.1,1.3,"8,591",707,5.0,12.4,1.0,"5,674",639,6.8,8.2,0.9,"5,543",619,6.8,8.0,0.9,"16,550","1,037",3.8,23.9,1.4,"36,122","1,381",2.3,100,0,"2,620",571,13.2,7.3,1.6,"1,586",402,15.4,4.4,1.1,"2,941",479,9.9,8.1,1.3,"2,563",558,13.2,7.1,1.5,"3,669",544,9.0,10.2,1.5,"4,576",563,7.5,12.7,1.5,"3,814",512,8.2,10.6,1.4,"5,135",607,7.2,14.2,1.6,"3,307",431,7.9,9.2,1.1,"5,911",610,6.3,16.4,1.6,"75,694","5,407",4.3,,,"32,986","1,232",2.3,100,0,"67,659","5,362",4.8,,,"42,475","2,116",3.0,,,"49,512","1,539",1.9,,,"70,178","2,572",2.2,,,"63,828","2,761",2.6,,,"182,010","4,827",1.6,100,0,"170,726","4,672",1.7,93.8,0.6,"107,542","4,002",2.3,59.1,1.5,"80,569","3,740",2.8,44.3,1.7,"11,284","1,186",6.4,6.2,0.6,"43,225","2,563",3.6,100,0,897,362,24.5,2.1,0.8,"121,055","3,206",1.6,,,"93,423","2,715",1.8,,,"85,766","2,531",1.8,100,0,"79,691","2,436",1.9,92.9,0.7,"66,513","2,358",2.2,77.6,1.5,"16,740","1,243",4.5,19.5,1.3,"6,075",749,7.5,7.1,0.8,"7,657",931,7.4,100,0,"6,326",836,8.0,82.6,4.3,"2,955",630,13.0,38.6,6.8,"3,849",558,8.8,50.3,4.0,"1,331",404,18.5,17.4,4.8,"27,632","1,644",3.6,100,0,"24,873","1,540",3.8,90.0,1.5,"10,119","1,105",6.6,36.6,3.4,"17,327","1,230",4.3,62.7,2.4,"2,759",510,11.2,10.0,1.7,"36,122","1,381",2.3,100,0,"7,794",912,7.1,21.6,2.4,"181,461","4,826",1.6,100,0,"46,095","3,587",4.7,25.4,1.9,"40,783","2,461",3.7,100,0,"15,173","2,113",8.5,37.2,4.7,"17,730","1,156",4.0,100,0,"4,174",628,9.1,23.5,3.2,"181,461","4,826",1.6,100,0,"22,600","1,723",4.6,12.5,0.9,"11,837","1,295",6.7,6.5,0.7,"11,658","1,169",6.1,6.4,0.6,"7,636",892,7.1,4.2,0.5,"7,368",861,7.1,4.1,0.5,"4,672",623,8.1,2.6,0.3,"1,633",368,13.7,0.9,0.2,"4,429",634,8.7,2.4,0.3,"24,393","1,596",4.0,13.4,0.8,"18,922","1,423",4.6,10.4,0.7,"15,787","1,207",4.6,8.7,0.6,"50,526","2,174",2.6,27.8,0.9
