District,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
3,All Students,2006,5 year August,2652,1930,72.8,1567,59.1,81.2,446,16.8,23.1,1121,42.3,58.1,363,13.7,18.8,251,9.5,380,14.3,38,1.4,50,1.9
3,All Students,2014,5 year June,2250,1837,81.6,1682,74.8,91.6,550,24.4,29.9,1132,50.3,61.6,155,6.9,8.4,145,6.4,236,10.5,6,0.3,26,1.2
3,All Students,2013,5 year June,2359,1889,80.1,1723,73,91.2,466,19.8,24.7,1257,53.3,66.5,166,7,8.8,194,8.2,250,10.6,8,0.3,18,0.8
3,All Students,2012,5 year June,2297,1850,80.5,1711,74.5,92.5,501,21.8,27.1,1210,52.7,65.4,139,6.1,7.5,202,8.8,215,9.4,12,0.5,17,0.7
3,All Students,2011,5 year June,2447,1954,79.9,1803,73.7,92.3,516,21.1,26.4,1287,52.6,65.9,151,6.2,7.7,231,9.4,233,9.5,15,0.6,12,0.5
3,All Students,2010,5 year June,2369,1843,77.8,1727,72.9,93.7,517,21.8,28.1,1210,51.1,65.7,116,4.9,6.3,266,11.2,238,10,13,0.5,8,0.3
3,All Students,2009,5 year June,2364,1761,74.5,1667,70.5,94.7,515,21.8,29.2,1152,48.7,65.4,94,4,5.3,261,11,304,12.9,24,1,13,0.5
3,All Students,2008,5 year June,2334,1636,70.1,1565,67.1,95.7,465,19.9,28.4,1100,47.1,67.2,71,3,4.3,277,11.9,365,15.6,30,1.3,24,1
3,All Students,2007,5 year June,2639,1852,70.2,1543,58.5,83.3,553,21,29.9,990,37.5,53.5,309,11.7,16.7,246,9.3,448,17,38,1.4,52,2
3,All Students,2006,5 year June,2652,1915,72.2,1559,58.8,81.4,446,16.8,23.3,1113,42,58.1,356,13.4,18.6,264,10,382,14.4,38,1.4,49,1.8
3,All Students,2005,5 year June,2650,1901,71.7,1448,54.6,76.2,507,19.1,26.7,941,35.5,49.5,453,17.1,23.8,261,9.8,383,14.5,49,1.8,55,2.1
3,All Students,2004,5 year June,2449,1742,71.1,1275,52.1,73.2,482,19.7,27.7,793,32.4,45.5,467,19.1,26.8,259,10.6,350,14.3,42,1.7,55,2.2
3,All Students,2003,5 year June,2170,1435,66.1,1075,49.5,74.9,517,23.8,36,558,25.7,38.9,360,16.6,25.1,271,12.5,383,17.6,46,2.1,22,1
3,All Students,2002,5 year June,1831,1330,72.6,1046,57.1,78.6,267,14.6,20.1,779,42.5,58.6,292,15.9,22,208,11.4,250,13.7,26,1.4,16,0.9
3,All Students,2001,5 year June,1663,1216,73.1,882,53,72.5,282,17,23.2,600,36.1,49.3,334,20.1,27.5,109,6.6,296,17.8,36,2.2,6,0.4
3,All Students,2013,6 year June,2360,1949,82.6,1766,74.8,90.6,466,19.7,23.9,1300,55.1,66.7,183,7.8,9.4,105,4.4,281,11.9,8,0.3,17,0.7
3,All Students,2012,6 year June,2298,1893,82.4,1740,75.7,91.9,501,21.8,26.5,1239,53.9,65.5,153,6.7,8.1,102,4.4,269,11.7,13,0.6,20,0.9
3,All Students,2011,6 year June,2446,2008,82.1,1831,74.9,91.2,516,21.1,25.7,1315,53.8,65.5,177,7.2,8.8,121,4.9,285,11.7,16,0.7,15,0.6
3,All Students,2010,6 year June,2375,1919,80.8,1789,75.3,93.2,517,21.8,26.9,1272,53.6,66.3,130,5.5,6.8,156,6.6,277,11.7,14,0.6,8,0.3
3,All Students,2009,6 year June,2382,1839,77.2,1727,72.5,93.9,515,21.6,28,1212,50.9,65.9,112,4.7,6.1,172,7.2,331,13.9,25,1,14,0.6
3,All Students,2008,6 year June,2327,1719,73.9,1638,70.4,95.3,465,20,27.1,1173,50.4,68.2,81,3.5,4.7,145,6.2,399,17.1,38,1.6,25,1.1
3,All Students,2007,6 year June,2622,1904,72.6,1570,59.9,82.5,553,21.1,29,1017,38.8,53.4,334,12.7,17.5,128,4.9,491,18.7,40,1.5,56,2.1
3,All Students,2006,6 year June,2639,1991,75.4,1586,60.1,79.7,446,16.9,22.4,1140,43.2,57.3,405,15.3,20.3,91,3.4,466,17.7,39,1.5,48,1.8
3,All Students,2005,6 year June,2650,1991,75.1,1476,55.7,74.1,507,19.1,25.5,969,36.6,48.7,515,19.4,25.9,122,4.6,431,16.3,51,1.9,52,2
3,All Students,2004,6 year June,2462,1839,74.7,1300,52.8,70.7,482,19.6,26.2,818,33.2,44.5,539,21.9,29.3,112,4.5,413,16.8,42,1.7,53,2.2
3,All Students,2003,6 year June,2175,1525,70.1,1094,50.3,71.7,517,23.8,33.9,577,26.5,37.8,431,19.8,28.3,113,5.2,441,20.3,49,2.3,34,1.6
3,All Students,2002,6 year June,1831,1373,75,1052,57.5,76.6,267,14.6,19.4,785,42.9,57.2,329,18,24,112,6.1,302,16.5,26,1.4,17,0.9
3,All Students,2001,6 year June,1663,1232,74.1,886,53.3,71.9,282,17,22.9,604,36.3,49,348,20.9,28.2,63,3.8,320,19.2,42,2.5,6,0.4
4,All Students,2015,4 year August,919,801,87.2,737,80.2,92,314,34.2,39.2,423,46,52.8,64,7,8,76,8.3,32,3.5,4,0.4,6,0.7
4,All Students,2014,4 year August,958,811,84.7,761,79.4,93.8,353,36.8,43.5,408,42.6,50.3,50,5.2,6.2,103,10.8,30,3.1,11,1.1,3,0.3
4,All Students,2013,4 year August,973,833,85.6,785,80.7,94.2,325,33.4,39,460,47.3,55.2,48,4.9,5.8,86,8.8,38,3.9,8,0.8,7,0.7
4,All Students,2012,4 year August,928,770,83,721,77.7,93.6,240,25.9,31.2,481,51.8,62.5,49,5.3,6.4,87,9.4,48,5.2,13,1.4,8,0.9
4,All Students,2011,4 year August,850,690,81.2,664,78.1,96.2,250,29.4,36.2,414,48.7,60,26,3.1,3.8,99,11.6,41,4.8,16,1.9,4,0.5
4,All Students,2010,4 year August,914,734,80.3,702,76.8,95.6,265,29,36.1,437,47.8,59.5,32,3.5,4.4,110,12,48,5.3,18,2,4,0.4
4,All Students,2009,4 year August,964,725,75.2,691,71.7,95.3,222,23,30.6,469,48.7,64.7,34,3.5,4.7,137,14.2,71,7.4,18,1.9,12,1.2
4,All Students,2008,4 year August,1010,710,70.3,679,67.2,95.6,233,23.1,32.8,446,44.2,62.8,31,3.1,4.4,182,18,79,7.8,18,1.8,20,2
4,All Students,2007,4 year August,964,683,70.9,594,61.6,87,230,23.9,33.7,364,37.8,53.3,89,9.2,13,154,16,88,9.1,24,2.5,13,1.3
4,All Students,2006,4 year August,908,672,74,539,59.4,80.2,234,25.8,34.8,305,33.6,45.4,133,14.6,19.8,140,15.4,65,7.2,18,2,13,1.4
4,All Students,2005,4 year August,954,665,69.7,510,53.5,76.7,255,26.7,38.3,255,26.7,38.3,155,16.2,23.3,176,18.4,79,8.3,23,2.4,11,1.2
4,All Students,2015,4 year June,919,784,85.3,726,79,92.6,314,34.2,40.1,412,44.8,52.6,58,6.3,7.4,93,10.1,32,3.5,4,0.4,6,0.7
4,All Students,2014,4 year June,958,794,82.9,746,77.9,94,352,36.7,44.3,394,41.1,49.6,48,5,6,120,12.5,30,3.1,11,1.1,3,0.3
4,All Students,2013,4 year June,973,820,84.3,775,79.7,94.5,324,33.3,39.5,451,46.4,55,45,4.6,5.5,98,10.1,38,3.9,9,0.9,7,0.7
4,All Students,2012,4 year June,928,734,79.1,690,74.4,94,239,25.8,32.6,451,48.6,61.4,44,4.7,6,123,13.3,48,5.2,13,1.4,8,0.9
4,All Students,2011,4 year June,850,662,77.9,639,75.2,96.5,247,29.1,37.3,392,46.1,59.2,23,2.7,3.5,127,14.9,41,4.8,16,1.9,4,0.5
4,All Students,2010,4 year June,914,694,75.9,664,72.6,95.7,260,28.4,37.5,404,44.2,58.2,30,3.3,4.3,150,16.4,48,5.3,18,2,4,0.4
4,All Students,2009,4 year June,964,699,72.5,670,69.5,95.9,222,23,31.8,448,46.5,64.1,29,3,4.1,163,16.9,71,7.4,18,1.9,12,1.2
4,All Students,2008,4 year June,1010,690,68.3,662,65.5,95.9,230,22.8,33.3,432,42.8,62.6,28,2.8,4.1,202,20,79,7.8,18,1.8,20,2
4,All Students,2007,4 year June,964,615,63.8,540,56,87.8,220,22.8,35.8,320,33.2,52,75,7.8,12.2,221,22.9,88,9.1,25,2.6,13,1.3
4,All Students,2006,4 year June,908,646,71.1,525,57.8,81.3,233,25.7,36.1,292,32.2,45.2,121,13.3,18.7,166,18.3,65,7.2,18,2,13,1.4
4,All Students,2005,4 year June,954,636,66.7,498,52.2,78.3,250,26.2,39.3,248,26,39,138,14.5,21.7,205,21.5,79,8.3,23,2.4,11,1.2
4,All Students,2004,4 year June,766,487,63.6,352,46,72.3,176,23,36.1,176,23,36.1,135,17.6,27.7,165,21.5,87,11.4,25,3.3,2,0.3
4,All Students,2003,4 year June,749,482,64.4,369,49.3,76.6,193,25.8,40,176,23.5,36.5,113,15.1,23.4,178,23.8,77,10.3,10,1.3,1,0.1
4,All Students,2002,4 year June,871,552,63.4,432,49.6,78.3,251,28.8,45.5,181,20.8,32.8,120,13.8,21.7,200,23,101,11.6,11,1.3,5,0.6
4,All Students,2001,4 year June,835,475,56.9,336,40.2,70.7,185,22.2,38.9,151,18.1,31.8,139,16.6,29.3,232,27.8,101,12.1,25,3,2,0.2
4,All Students,2014,5 year August,960,825,85.9,770,80.2,93.3,354,36.9,42.9,416,43.3,50.4,55,5.7,6.7,51,5.3,54,5.6,27,2.8,3,0.3
4,All Students,2013,5 year August,980,842,85.9,791,80.7,93.9,325,33.2,38.6,466,47.6,55.3,51,5.2,6.1,62,6.3,48,4.9,20,2,8,0.8
4,All Students,2012,5 year August,932,786,84.3,732,78.5,93.1,240,25.8,30.5,492,52.8,62.6,54,5.8,6.9,53,5.7,63,6.8,18,1.9,10,1.1
4,All Students,2011,5 year August,846,717,84.8,681,80.5,95,249,29.4,34.7,432,51.1,60.3,36,4.3,5,38,4.5,55,6.5,29,3.4,7,0.8
4,All Students,2010,5 year August,904,762,84.3,716,79.2,94,266,29.4,34.9,450,49.8,59.1,46,5.1,6,52,5.8,65,7.2,22,2.4,3,0.3
4,All Students,2009,5 year August,929,751,80.8,714,76.9,95.1,222,23.9,29.6,492,53,65.5,37,4,4.9,62,6.7,86,9.3,18,1.9,11,1.2
4,All Students,2008,5 year August,985,740,75.1,702,71.3,94.9,234,23.8,31.6,468,47.5,63.2,38,3.9,5.1,93,9.4,99,10.1,34,3.5,19,1.9
4,All Students,2007,5 year August,945,674,71.3,571,60.4,84.7,224,23.7,33.2,347,36.7,51.5,103,10.9,15.3,97,10.3,116,12.3,44,4.7,14,1.5
4,All Students,2006,5 year August,918,696,75.8,550,59.9,79,235,25.6,33.8,315,34.3,45.3,146,15.9,21,49,5.3,102,11.1,56,6.1,15,1.6
4,All Students,2014,5 year June,960,820,85.4,767,79.9,93.5,354,36.9,43.2,413,43,50.4,53,5.5,6.5,55,5.7,55,5.7,27,2.8,3,0.3
4,All Students,2013,5 year June,980,841,85.8,791,80.7,94.1,325,33.2,38.6,466,47.6,55.4,50,5.1,5.9,63,6.4,48,4.9,20,2,8,0.8
4,All Students,2012,5 year June,932,784,84.1,730,78.3,93.1,240,25.8,30.6,490,52.6,62.5,54,5.8,6.9,55,5.9,63,6.8,18,1.9,10,1.1
4,All Students,2011,5 year June,846,715,84.5,680,80.4,95.1,249,29.4,34.8,431,50.9,60.3,35,4.1,4.9,40,4.7,55,6.5,29,3.4,7,0.8
4,All Students,2010,5 year June,904,760,84.1,715,79.1,94.1,266,29.4,35,449,49.7,59.1,45,5,5.9,53,5.9,65,7.2,23,2.5,3,0.3
4,All Students,2009,5 year June,929,746,80.3,710,76.4,95.2,222,23.9,29.8,488,52.5,65.4,36,3.9,4.8,67,7.2,86,9.3,18,1.9,11,1.2
4,All Students,2008,5 year June,985,736,74.7,698,70.9,94.8,234,23.8,31.8,464,47.1,63,38,3.9,5.2,97,9.8,99,10.1,34,3.5,19,1.9
4,All Students,2007,5 year June,945,668,70.7,568,60.1,85,224,23.7,33.5,344,36.4,51.5,100,10.6,15,102,10.8,117,12.4,44,4.7,14,1.5
4,All Students,2006,5 year June,918,696,75.8,550,59.9,79,235,25.6,33.8,315,34.3,45.3,146,15.9,21,49,5.3,102,11.1,56,6.1,15,1.6
4,All Students,2005,5 year June,934,709,75.9,530,56.7,74.8,256,27.4,36.1,274,29.3,38.6,179,19.2,25.2,42,4.5,125,13.4,42,4.5,16,1.7
4,All Students,2004,5 year June,751,545,72.6,368,49,67.5,176,23.4,32.3,192,25.6,35.2,177,23.6,32.5,52,6.9,112,14.9,35,4.7,7,0.9
4,All Students,2003,5 year June,749,545,72.8,391,52.2,71.7,197,26.3,36.1,194,25.9,35.6,154,20.6,28.3,51,6.8,115,15.4,31,4.1,6,0.8
4,All Students,2002,5 year June,871,624,71.6,478,54.9,76.6,261,30,41.8,217,24.9,34.8,151,17.3,24.2,74,8.5,141,16.2,25,2.9,5,0.6
4,All Students,2001,5 year June,835,591,70.8,391,46.8,66.2,195,23.4,33,196,23.5,33.2,200,24,33.8,57,6.8,147,17.6,38,4.6,2,0.2
4,All Students,2013,6 year June,978,850,86.9,796,81.4,93.6,325,33.2,38.2,471,48.2,55.4,54,5.5,6.4,47,4.8,53,5.4,22,2.2,6,0.6
4,All Students,2012,6 year June,930,790,84.9,734,78.9,92.9,240,25.8,30.4,494,53.1,62.5,56,6,7.1,47,5.1,65,7,18,1.9,10,1.1
4,All Students,2011,6 year June,848,720,84.9,682,80.4,94.7,249,29.4,34.6,433,51.1,60.1,38,4.5,5.3,31,3.7,58,6.8,32,3.8,7,0.8
4,All Students,2010,6 year June,896,767,85.6,718,80.1,93.6,266,29.7,34.7,452,50.4,58.9,49,5.5,6.4,38,4.2,67,7.5,21,2.3,3,0.3
4,All Students,2009,6 year June,929,757,81.5,717,77.2,94.7,222,23.9,29.3,495,53.3,65.4,40,4.3,5.3,52,5.6,88,9.5,20,2.2,11,1.2
4,All Students,2008,6 year June,973,752,77.3,713,73.3,94.8,234,24,31.1,479,49.2,63.7,39,4,5.2,52,5.3,97,10,52,5.3,20,2.1
4,All Students,2007,6 year June,935,682,72.9,577,61.7,84.6,224,24,32.8,353,37.8,51.8,105,11.2,15.4,78,8.3,118,12.6,45,4.8,12,1.3
4,All Students,2006,6 year June,893,705,78.9,555,62.2,78.7,234,26.2,33.2,321,35.9,45.5,150,16.8,21.3,18,2,106,11.9,50,5.6,13,1.5
4,All Students,2005,6 year June,929,720,77.5,534,57.5,74.2,256,27.6,35.6,278,29.9,38.6,186,20,25.8,22,2.4,129,13.9,44,4.7,13,1.4
4,All Students,2004,6 year June,742,558,75.2,371,50,66.5,177,23.9,31.7,194,26.1,34.8,187,25.2,33.5,26,3.5,113,15.2,36,4.9,8,1.1
4,All Students,2003,6 year June,745,563,75.6,397,53.3,70.5,197,26.4,35,200,26.8,35.5,166,22.3,29.5,31,4.2,115,15.4,31,4.2,4,0.5
4,All Students,2002,6 year June,871,645,74.1,482,55.3,74.7,262,30.1,40.6,220,25.3,34.1,168,19.3,26,37,4.2,153,17.6,29,3.3,5,0.6
4,All Students,2001,6 year June,835,603,72.2,396,47.4,65.7,196,23.5,32.5,200,24,33.2,210,25.1,34.8,31,3.7,158,18.9,41,4.9,2,0.2
5,All Students,2015,4 year August,901,621,68.9,573,63.6,92.3,187,20.8,30.1,386,42.8,62.2,48,5.3,7.7,169,18.8,87,9.7,6,0.7,18,2
5,All Students,2014,4 year August,945,639,67.6,590,62.4,92.3,141,14.9,22.1,449,47.5,70.3,49,5.2,7.7,191,20.2,92,9.7,3,0.3,20,2.1
5,All Students,2013,4 year August,1000,695,69.5,615,61.5,88.5,213,21.3,30.6,402,40.2,57.8,80,8,11.5,229,22.9,59,5.9,6,0.6,11,1.1
5,All Students,2012,4 year August,988,658,66.6,604,61.1,91.8,197,19.9,29.9,407,41.2,61.9,54,5.5,8.2,223,22.6,85,8.6,14,1.4,7,0.7
5,All Students,2011,4 year August,1002,650,64.9,582,58.1,89.5,179,17.9,27.5,403,40.2,62,68,6.8,10.5,231,23.1,94,9.4,18,1.8,6,0.6
5,All Students,2010,4 year August,1041,669,64.3,614,59,91.8,171,16.4,25.6,443,42.6,66.2,55,5.3,8.2,264,25.4,90,8.6,10,1,8,0.8
5,All Students,2009,4 year August,999,620,62.1,584,58.5,94.2,151,15.1,24.4,433,43.3,69.8,36,3.6,5.8,265,26.5,96,9.6,12,1.2,6,0.6
5,All Students,2008,4 year August,1028,618,60.1,591,57.5,95.6,160,15.6,25.9,431,41.9,69.7,27,2.6,4.4,279,27.1,94,9.1,25,2.4,12,1.2
5,All Students,2007,4 year August,992,668,67.3,577,58.2,86.4,170,17.1,25.4,407,41,60.9,91,9.2,13.6,181,18.2,102,10.3,13,1.3,26,2.6
5,All Students,2006,4 year August,922,617,66.9,545,59.1,88.3,181,19.6,29.3,364,39.5,59,72,7.8,11.7,171,18.5,92,10,16,1.7,26,2.8
5,All Students,2005,4 year August,886,590,66.6,491,55.4,83.2,178,20.1,30.2,313,35.3,53.1,99,11.2,16.8,176,19.9,87,9.8,15,1.7,18,2
5,All Students,2015,4 year June,901,592,65.7,551,61.2,93.1,187,20.8,31.6,364,40.4,61.5,41,4.6,6.9,193,21.4,92,10.2,6,0.7,18,2
5,All Students,2014,4 year June,945,599,63.4,555,58.7,92.7,141,14.9,23.5,414,43.8,69.1,44,4.7,7.3,231,24.4,92,9.7,3,0.3,20,2.1
5,All Students,2013,4 year June,1000,657,65.7,585,58.5,89,212,21.2,32.3,373,37.3,56.8,72,7.2,11,267,26.7,59,5.9,6,0.6,11,1.1
5,All Students,2012,4 year June,988,630,63.8,580,58.7,92.1,198,20,31.4,382,38.7,60.6,50,5.1,7.9,251,25.4,85,8.6,14,1.4,7,0.7
5,All Students,2011,4 year June,1002,619,61.8,557,55.6,90,178,17.8,28.8,379,37.8,61.2,62,6.2,10,262,26.1,94,9.4,18,1.8,6,0.6
5,All Students,2010,4 year June,1041,616,59.2,572,54.9,92.9,170,16.3,27.6,402,38.6,65.3,44,4.2,7.1,317,30.5,90,8.6,10,1,8,0.8
5,All Students,2009,4 year June,999,569,57,540,54.1,94.9,147,14.7,25.8,393,39.3,69.1,29,2.9,5.1,316,31.6,96,9.6,12,1.2,6,0.6
5,All Students,2008,4 year June,1028,555,54,532,51.8,95.9,158,15.4,28.5,374,36.4,67.4,23,2.2,4.1,339,33,97,9.4,25,2.4,12,1.2
5,All Students,2007,4 year June,992,611,61.6,538,54.2,88.1,168,16.9,27.5,370,37.3,60.6,73,7.4,11.9,235,23.7,106,10.7,14,1.4,24,2.4
5,All Students,2006,4 year June,922,567,61.5,516,56,91,178,19.3,31.4,338,36.7,59.6,51,5.5,9,221,24,92,10,16,1.7,26,2.8
5,All Students,2005,4 year June,886,562,63.4,474,53.5,84.3,175,19.8,31.1,299,33.7,53.2,88,9.9,15.7,204,23,87,9.8,15,1.7,18,2
5,All Students,2004,4 year June,806,461,57.2,388,48.1,84.2,149,18.5,32.3,239,29.7,51.8,73,9.1,15.8,254,31.5,79,9.8,10,1.2,2,0.2
5,All Students,2003,4 year June,520,290,55.8,206,39.6,71,56,10.8,19.3,150,28.8,51.7,84,16.2,29,159,30.6,52,10,14,2.7,4,0.8
5,All Students,2002,4 year June,416,252,60.6,160,38.5,63.5,44,10.6,17.5,116,27.9,46,92,22.1,36.5,115,27.6,30,7.2,8,1.9,9,2.2
5,All Students,2001,4 year June,361,250,69.3,168,46.5,67.2,75,20.8,30,93,25.8,37.2,82,22.7,32.8,73,20.2,26,7.2,8,2.2,4,1.1
5,All Students,2014,5 year August,929,681,73.3,615,66.2,90.3,141,15.2,20.7,474,51,69.6,66,7.1,9.7,58,6.2,141,15.2,22,2.4,27,2.9
5,All Students,2013,5 year August,985,761,77.3,664,67.4,87.3,213,21.6,28,451,45.8,59.3,97,9.8,12.7,79,8,112,11.4,15,1.5,18,1.8
5,All Students,2012,5 year August,978,698,71.4,636,65,91.1,198,20.2,28.4,438,44.8,62.8,62,6.3,8.9,123,12.6,117,12,28,2.9,11,1.1
5,All Students,2011,5 year August,993,720,72.5,636,64,88.3,180,18.1,25,456,45.9,63.3,84,8.5,11.7,90,9.1,132,13.3,34,3.4,14,1.4
5,All Students,2010,5 year August,1036,750,72.4,678,65.4,90.4,172,16.6,22.9,506,48.8,67.5,72,6.9,9.6,112,10.8,135,13,27,2.6,9,0.9
5,All Students,2009,5 year August,980,698,71.2,644,65.7,92.3,152,15.5,21.8,492,50.2,70.5,54,5.5,7.7,110,11.2,140,14.3,20,2,11,1.1
5,All Students,2008,5 year August,1036,689,66.5,646,62.4,93.8,160,15.4,23.2,486,46.9,70.5,43,4.2,6.2,164,15.8,128,12.4,43,4.2,10,1
5,All Students,2007,5 year August,992,726,73.2,608,61.3,83.7,170,17.1,23.4,438,44.2,60.3,118,11.9,16.3,68,6.9,144,14.5,33,3.3,19,1.9
5,All Students,2006,5 year August,944,669,70.9,570,60.4,85.2,182,19.3,27.2,388,41.1,58,99,10.5,14.8,75,7.9,142,15,32,3.4,25,2.6
5,All Students,2014,5 year June,929,675,72.7,613,66,90.8,141,15.2,20.9,472,50.8,69.9,62,6.7,9.2,61,6.6,144,15.5,22,2.4,27,2.9
5,All Students,2013,5 year June,985,752,76.3,657,66.7,87.4,213,21.6,28.3,444,45.1,59,95,9.6,12.6,88,8.9,112,11.4,15,1.5,18,1.8
5,All Students,2012,5 year June,978,698,71.4,636,65,91.1,198,20.2,28.4,438,44.8,62.8,62,6.3,8.9,123,12.6,117,12,28,2.9,11,1.1
5,All Students,2011,5 year June,993,703,70.8,621,62.5,88.3,180,18.1,25.6,441,44.4,62.7,82,8.3,11.7,107,10.8,132,13.3,34,3.4,14,1.4
5,All Students,2010,5 year June,1036,736,71,669,64.6,90.9,172,16.6,23.4,497,48,67.5,67,6.5,9.1,126,12.2,135,13,27,2.6,9,0.9
5,All Students,2009,5 year June,980,677,69.1,628,64.1,92.8,152,15.5,22.5,476,48.6,70.3,49,5,7.2,131,13.4,140,14.3,20,2,11,1.1
5,All Students,2008,5 year June,1036,676,65.3,635,61.3,93.9,160,15.4,23.7,475,45.8,70.3,41,4,6.1,177,17.1,128,12.4,43,4.2,10,1
5,All Students,2007,5 year June,992,708,71.4,596,60.1,84.2,170,17.1,24,426,42.9,60.2,112,11.3,15.8,82,8.3,148,14.9,33,3.3,19,1.9
5,All Students,2006,5 year June,944,652,69.1,564,59.7,86.5,182,19.3,27.9,382,40.5,58.6,88,9.3,13.5,85,9,149,15.8,32,3.4,25,2.6
5,All Students,2005,5 year June,891,622,69.8,504,56.6,81,178,20,28.6,326,36.6,52.4,118,13.2,19,65,7.3,142,15.9,30,3.4,31,3.5
5,All Students,2004,5 year June,794,552,69.5,429,54,77.7,154,19.4,27.9,275,34.6,49.8,123,15.5,22.3,76,9.6,125,15.7,24,3,17,2.1
5,All Students,2003,5 year June,520,345,66.3,230,44.2,66.7,57,11,16.5,173,33.3,50.1,115,22.1,33.3,54,10.4,80,15.4,35,6.7,4,0.8
5,All Students,2002,5 year June,416,282,67.8,172,41.3,61,44,10.6,15.6,128,30.8,45.4,112,26.9,39.7,53,12.7,48,11.5,21,5,10,2.4
5,All Students,2001,5 year June,361,272,75.3,174,48.2,64,75,20.8,27.6,99,27.4,36.4,98,27.1,36,23,6.4,41,11.4,21,5.8,4,1.1
5,All Students,2013,6 year June,986,777,78.8,671,68.1,86.4,214,21.7,27.5,457,46.3,58.8,106,10.8,13.6,39,4,130,13.2,17,1.7,23,2.3
5,All Students,2012,6 year June,978,722,73.8,649,66.4,89.9,198,20.2,27.4,451,46.1,62.5,73,7.5,10.1,79,8.1,133,13.6,29,3,14,1.4
5,All Students,2011,6 year June,996,729,73.2,643,64.6,88.2,180,18.1,24.7,463,46.5,63.5,86,8.6,11.8,62,6.2,151,15.2,36,3.6,15,1.5
5,All Students,2010,6 year June,1032,767,74.3,691,67,90.1,172,16.7,22.4,519,50.3,67.7,76,7.4,9.9,60,5.8,162,15.7,28,2.7,12,1.2
5,All Students,2009,6 year June,983,719,73.1,659,67,91.7,152,15.5,21.1,507,51.6,70.5,60,6.1,8.3,71,7.2,163,16.6,21,2.1,9,0.9
5,All Students,2008,6 year June,1037,717,69.1,664,64,92.6,160,15.4,22.3,504,48.6,70.3,53,5.1,7.4,109,10.5,141,13.6,57,5.5,11,1.1
5,All Students,2007,6 year June,987,730,74,611,61.9,83.7,170,17.2,23.3,441,44.7,60.4,119,12.1,16.3,53,5.4,146,14.8,39,4,17,1.7
5,All Students,2006,6 year June,917,680,74.2,577,62.9,84.9,182,19.8,26.8,395,43.1,58.1,103,11.2,15.1,26,2.8,149,16.2,37,4,25,2.7
5,All Students,2005,6 year June,885,649,73.3,513,58,79,178,20.1,27.4,335,37.9,51.6,136,15.4,21,32,3.6,146,16.5,29,3.3,28,3.2
5,All Students,2004,6 year June,790,580,73.4,437,55.3,75.3,154,19.5,26.6,283,35.8,48.8,143,18.1,24.7,37,4.7,132,16.7,24,3,17,2.2
5,All Students,2003,6 year June,523,358,68.5,233,44.6,65.1,57,10.9,15.9,176,33.7,49.2,125,23.9,34.9,21,4,95,18.2,35,6.7,12,2.3
5,All Students,2002,6 year June,416,289,69.5,175,42.1,60.6,44,10.6,15.2,131,31.5,45.3,116,27.9,40.1,37,8.9,56,13.5,22,5.3,10,2.4
5,All Students,2001,6 year June,361,277,76.7,174,48.2,62.8,75,20.8,27.1,99,27.4,35.7,103,28.5,37.2,11,3,46,12.7,23,6.4,4,1.1
6,All Students,2015,4 year August,1360,1009,74.2,892,65.6,88.4,116,8.5,11.5,776,57.1,76.9,117,8.6,11.6,203,14.9,125,9.2,9,0.7,14,1
6,All Students,2014,4 year August,1300,928,71.4,825,63.5,88.9,87,6.7,9.4,738,56.8,79.5,103,7.9,11.1,228,17.5,112,8.6,13,1,19,1.5
6,All Students,2013,4 year August,1270,833,65.6,758,59.7,91,82,6.5,9.8,676,53.2,81.2,75,5.9,9,270,21.3,122,9.6,20,1.6,23,1.8
6,All Students,2012,4 year August,1348,887,65.8,811,60.2,91.4,60,4.5,6.8,751,55.7,84.7,76,5.6,8.6,294,21.8,126,9.3,22,1.6,16,1.2
6,All Students,2011,4 year August,1239,803,64.8,744,60,92.7,61,4.9,7.6,683,55.1,85.1,59,4.8,7.3,268,21.6,116,9.4,41,3.3,11,0.9
6,All Students,2010,4 year August,1331,856,64.3,816,61.3,95.3,87,6.5,10.2,729,54.8,85.2,40,3,4.7,300,22.5,137,10.3,22,1.7,15,1.1
6,All Students,2009,4 year August,1464,907,62,875,59.8,96.5,104,7.1,11.5,771,52.7,85,32,2.2,3.5,349,23.8,162,11.1,25,1.7,18,1.2
6,All Students,2008,4 year August,1322,828,62.6,798,60.4,96.4,116,8.8,14,682,51.6,82.4,30,2.3,3.6,292,22.1,163,12.3,30,2.3,9,0.7
6,All Students,2007,4 year August,1160,777,67,686,59.1,88.3,132,11.4,17,554,47.8,71.3,91,7.8,11.7,196,16.9,120,10.3,51,4.4,16,1.4
6,All Students,2006,4 year August,1079,767,71.1,579,53.7,75.5,114,10.6,14.9,465,43.1,60.6,188,17.4,24.5,152,14.1,107,9.9,32,3,21,1.9
6,All Students,2005,4 year August,979,717,73.2,525,53.6,73.2,129,13.2,18,396,40.4,55.2,191,19.5,26.6,157,16,67,6.8,20,2,18,1.8
